Namespace(dataset='cmc', mode='examine', n_estimators=1, num_clf=20, random_state=7377, reuse=True)
Dataset cmc
(663, 22)
(663, 22)
(147, 22)
Number of label: 3 

Single different (20) (x1)
['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B'] -> C
['B', 'C', 'B', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C'] -> C
['B', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'C'] -> C
['B', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'B'] -> C
['B', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'B', 'C', 'B', 'C', 'C', 'C'] -> C
['B', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C'] -> C
['B', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['B', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C'] -> C
['B', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'B', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'A'] -> C
['B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'B', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'B', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C'] -> C
['C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'A'] -> C
['C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'A'] -> C
['C', 'A', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'A', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'A'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'B', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C'] -> C
['C', 'B', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'B', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'B'] -> C
['C', 'B', 'B', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'B', 'C', 'A', 'C', 'C', 'C', 'C', 'B', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C'] -> C
['C', 'B', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'B', 'C', 'C', 'A', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C'] -> C
['C', 'B', 'C', 'C', 'C', 'A', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C'] -> C
['C', 'B', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C'] -> C
['C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'A', 'C', 'C'] -> C
['C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'B', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'C'] -> C
['C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'A', 'C'] -> C
['C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'B', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'B', 'B', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'B', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A'] -> C
['C', 'C', 'B', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'B', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'A', 'C', 'A', 'C'] -> C
['C', 'C', 'B', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'B', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'C'] -> C
['C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'A', 'C', 'B', 'C', 'A', 'C', 'C'] -> C
['C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A'] -> C
['C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'B', 'A', 'B', 'C', 'C', 'C'] -> C
['C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C'] -> C
['C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'A', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'B', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'A', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'A', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'B', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'B', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'B', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'B', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'B', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B'] -> C
['C', 'C', 'C', 'C', 'A', 'B', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'B', 'A', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'B', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'A', 'C'] -> C
['C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'B'] -> C
['C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'C', 'C', 'B', 'C', 'C', 'A', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'B', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'B', 'A', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'B', 'A', 'C', 'C', 'C', 'B', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'A', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'B', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'B', 'B', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'A'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'A', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'A', 'C', 'A', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'B', 'C', 'A', 'C', 'A', 'C', 'C', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'B', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'A', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'A', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C'] -> C
['C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C'] -> C
